ROUTE,ORIGIN_AIRPORT,ORIGIN_AIRPORT_NAME,DESTINATION_AIRPORT,DESTINATION_AIRPORT_NAME,ORIGIN_LATITUDE,ORIGIN_LONGITUDE,DESTINATION_LATITUDE,DESTINATION_LONGITUDE,flights,delayed_flights,avg_arrival_delay,delayed_15_rate,delayed_15_pct,adjusted_delay_rate,adjusted_delay_pct,flights_normalized,avg_arrival_delay_positive,avg_delay_normalized,delay_impact_score,cluster,pca_1,pca_2
CLT-MIA,CLT,Charlotte Douglas International Airport,MIA,Miami International Airport,35.21401,-80.94313,25.79325,-80.29056,3232,694,11.995358910891088,0.2147277227722772,21.47,0.2138688736491081,21.39,21.90295473027921,11.995358910891088,3.1483881655882127,18.78,0,1.7249097477082902,0.825495667646014
IAH-PHX,IAH,George Bush Intercontinental Airport,PHX,Phoenix Sky Harbor International Airport,29.98047,-95.33972,33.43417,-112.00806,3535,718,13.34059405940594,0.2031117397454031,20.31,0.2026440404398426,20.26,23.956356736242885,13.34059405940594,3.5014682570619264,18.67,0,1.7339413621523807,1.00677302575925
LAS-SJC,LAS,McCarran International Airport,SJC,Norman Y. Mineta San José International Airport,36.08036,-115.15233,37.36186,-121.92901,3036,663,11.06949934123847,0.2183794466403162,21.84,0.2173504741705446,21.74,20.574681485497425,11.06949934123847,2.905380404524533,18.62,0,1.5991518430364273,0.7317061625685335
SAN-SJC,SAN,San Diego International Airport (Lindbergh Field),SJC,Norman Y. Mineta San José International Airport,32.73356,-117.18966,37.36186,-121.92901,3259,682,11.08837066584842,0.209266646210494,20.93,0.2085772810356737,20.86,22.08593114665221,11.08837066584842,2.910333508096698,18.47,0,1.4790056995133742,0.9618705171622042
OAK-SEA,OAK,Oakland International Airport,SEA,Seattle-Tacoma International Airport,37.72129,-122.22072,47.44898,-122.30931,3537,711,10.800113090189424,0.2010178117048346,20.1,0.2006079425347341,20.06,23.969910544863108,10.800113090189424,2.8346753517557546,18.45,0,1.3740271146194334,1.252218459691281
SEA-OAK,SEA,Seattle-Tacoma International Airport,OAK,Oakland International Airport,47.44898,-122.30931,37.72129,-122.22072,3552,710,10.730574324324325,0.1998873873873874,19.99,0.1995101552570723,19.95,24.07156410951477,10.730574324324325,2.816423707171739,18.41,0,1.3427776288629087,1.27632125825654
DFW-SAN,DFW,Dallas/Fort Worth International Airport,SAN,San Diego International Airport (Lindbergh Field),32.89595,-97.0372,32.73356,-117.18966,3541,703,12.971759390002823,0.1985314882801468,19.85,0.1981903562204966,19.82,23.99701816210355,12.971759390002823,3.4046612572185886,18.4,0,1.5627563838782803,1.0702418099612427
DEN-IAD,DEN,Denver International Airport,IAD,Washington Dulles International Airport,39.85841,-104.667,38.94453,-77.45581,3420,690,12.548538011695909,0.2017543859649122,20.18,0.2013099678973943,20.13,23.177012740580103,12.548538011695909,3.293579530628847,18.37,0,1.5346218637656839,0.9975382289715419
BWI-CLT,BWI,Baltimore-Washington International Airport,CLT,Charlotte Douglas International Airport,39.1754,-76.6682,35.21401,-80.94313,3639,711,11.211046990931576,0.1953833470733718,19.54,0.1951353535701599,19.51,24.661154784494443,11.211046990931576,2.942532018617211,18.31,0,1.3204095251751282,1.3234781947704133
ORD-GRR,ORD,Chicago O'Hare International Airport,GRR,Gerald R. Ford International Airport,41.9796,-87.90446,42.88082,-85.52277,3173,654,13.06366214938544,0.2061140876142451,20.61,0.20550292911666,20.55,21.50311737598265,13.06366214938544,3.428782716374131,18.22,0,1.5719563680865705,0.733268740610802
TUS-LAX,TUS,Tucson International Airport,LAX,Los Angeles International Airport,32.11608,-110.94103,33.94254,-118.40807,2813,606,12.64415215072876,0.2154283682900817,21.54,0.2144219316851452,21.44,19.06343182434264,12.64415215072876,3.318675105178152,18.13,0,1.5660209090029253,0.4300682254298717
SAN-OAK,SAN,San Diego International Airport (Lindbergh Field),OAK,Oakland International Airport,32.73356,-117.18966,37.72129,-122.22072,3771,713,10.19199151418722,0.1890745160434898,18.91,0.1889979558250654,18.9,25.555706153429117,10.19199151418722,2.675063389550451,18.13,0,1.0946689899287125,1.5500154294617148
LAX-MIA,LAX,Los Angeles International Airport,MIA,Miami International Airport,33.94254,-118.40807,25.79325,-80.29056,3280,665,11.103353658536586,0.2027439024390244,20.27,0.2022518008872272,20.23,22.228246137164543,11.103353658536586,2.91426605210934,18.13,0,1.3081137152139566,1.0158960248958218
MIA-IAH,MIA,Miami International Airport,IAH,George Bush Intercontinental Airport,25.79325,-80.29056,29.98047,-95.33972,3101,639,13.498548855207998,0.2060625604643663,20.61,0.2054392649168472,20.54,21.01518026565465,13.498548855207998,3.5429262087160103,18.11,0,1.5789967744621736,0.6375282217156989
CLT-DCA,CLT,Charlotte Douglas International Airport,DCA,Ronald Reagan Washington National Airport,35.21401,-80.94313,38.85208,-77.03772,2669,585,12.135256650430874,0.2191832146871487,21.92,0.2179888360414691,21.8,18.08755760368664,12.135256650430874,3.1851067323965547,18.08,0,1.5222624108290392,0.3364437975661264
AUS-DEN,AUS,Austin-Bergstrom International Airport,DEN,Denver International Airport,30.19453,-97.66987,39.85841,-104.667,3094,634,14.317388493859085,0.204912734324499,20.49,0.2043240723227389,20.43,20.967741935483872,14.317388493859085,3.7578447490443785,18.06,0,1.638781278410044,0.5642757076661166
BOS-CLT,BOS,Gen. Edward Lawrence Logan International Airport,CLT,Charlotte Douglas International Airport,42.36435,-71.00518,35.21401,-80.94313,3833,710,10.48134620401774,0.1852334985650926,18.52,0.1852558065087282,18.53,25.975874220656003,10.48134620401774,2.751009502366861,18.02,0,1.052653958055081,1.5897576400022173
DEN-MCO,DEN,Denver International Airport,MCO,Orlando International Airport,39.85841,-104.667,28.42889,-81.31603,3144,642,11.958651399491094,0.2041984732824427,20.42,0.2036409022807731,20.36,21.30658715098943,11.958651399491094,3.1387536481603924,18.01,0,1.3686889828979496,0.8234678127135201
DEN-DTW,DEN,Denver International Airport,DTW,Detroit Metropolitan Airport,39.85841,-104.667,42.21206,-83.34884,2928,612,13.567964480874316,0.2090163934426229,20.9,0.2082599362611717,20.83,19.84277582000542,13.567964480874316,3.561145533037878,17.99,0,1.5668816007855404,0.47725680594635383
SJC-SAN,SJC,Norman Y. Mineta San José International Airport,SAN,San Diego International Airport (Lindbergh Field),37.36186,-121.92901,32.73356,-117.18966,3255,652,10.642396313364054,0.2003072196620583,20.03,0.199884079582363,19.99,22.058823529411764,10.642396313364054,2.79327987227403,17.93,0,1.1698415511002616,1.0533022433663757
IAH-CLT,IAH,George Bush Intercontinental Airport,CLT,Charlotte Douglas International Airport,29.98047,-95.33972,35.21401,-80.94313,3666,679,11.34124386252046,0.185215493726132,18.52,0.18523926898535,18.52,24.844131200867444,11.34124386252046,2.9767044258583883,17.77,0,1.0580421949584806,1.3866379567436709
IAD-DEN,IAD,Washington Dulles International Airport,DEN,Denver International Airport,38.94453,-77.45581,39.85841,-104.667,3338,645,13.42989814260036,0.1932294787297783,19.32,0.1930224220473612,19.3,22.62130658715099,13.42989814260036,3.524907648976473,17.76,0,1.3460843573048547,0.9032348008990059
MCO-BWI,MCO,Orlando International Airport,BWI,Baltimore-Washington International Airport,28.42889,-81.31603,39.1754,-76.6682,3266,641,11.903551745254134,0.1962645437844458,19.63,0.1959628897798063,19.6,22.13336947682299,11.903551745254134,3.1242917966546284,17.76,0,1.2112823183106551,0.9696862968840455
ORD-MSN,ORD,Chicago O'Hare International Airport,MSN,Dane County Regional Airport,41.9796,-87.90446,43.13986,-89.33751,3336,646,11.543764988009592,0.1936450839328537,19.36,0.1934258111172375,19.34,22.607752778530767,11.543764988009592,3.029859576905405,17.71,0,1.1334326478624117,1.072261852548759
CLT-PHX,CLT,Charlotte Douglas International Airport,PHX,Phoenix Sky Harbor International Airport,35.21401,-80.94313,33.43417,-112.00806,3078,622,10.144899285250162,0.2020792722547108,20.21,0.2015768052230422,20.16,20.85931146652209,10.144899285250162,2.6627032244751083,17.71,0,1.0564043363025344,0.95114717379397
MCO-DCA,MCO,Orlando International Airport,DCA,Ronald Reagan Washington National Airport,28.42889,-81.31603,38.85208,-77.03772,3605,667,12.44244105409154,0.1850208044382801,18.5,0.1850502259106148,18.51,24.430740037950663,12.44244105409154,3.265732560129013,17.7,0,1.1490800847698843,1.2406866330099169
DFW-BOS,DFW,Dallas/Fort Worth International Airport,BOS,Gen. Edward Lawrence Logan International Airport,32.89595,-97.0372,42.36435,-71.00518,3302,638,12.356147789218657,0.1932162325863113,19.32,0.1930073741913075,19.3,22.377338031986987,12.356147789218657,3.243083409243742,17.66,0,1.1982725362371942,0.9742409796916839
DCA-DFW,DCA,Ronald Reagan Washington National Airport,DFW,Dallas/Fort Worth International Airport,38.85208,-77.03772,32.89595,-97.0372,3373,641,14.093685146753632,0.1900385413578416,19.0,0.1899254497549174,18.99,22.85849823800488,14.093685146753632,3.699129959777856,17.66,0,1.3540415597907636,0.8875378602510557
HOU-MSY,HOU,William P. Hobby Airport,MSY,Louis Armstrong New Orleans International Airport,29.64542,-95.27889,29.99339,-90.25803,3283,638,10.766676819981724,0.1943344501979896,19.43,0.194091364764655,19.41,22.248576850094874,10.766676819981724,2.8258994278167258,17.63,0,1.0305612943082056,1.0987371830723744
LAX-BOS,LAX,Los Angeles International Airport,BOS,Gen. Edward Lawrence Logan International Airport,33.94254,-118.40807,42.36435,-71.00518,4412,719,8.609020852221215,0.1629646418857661,16.3,0.1634776345298821,16.35,29.89970181621036,8.609020852221215,2.25958552551738,17.62,0,0.4990363907028683,2.2876616933919216
FLL-BWI,FLL,Fort Lauderdale-Hollywood International Airport,BWI,Baltimore-Washington International Airport,26.07258,-80.15275,39.1754,-76.6682,4203,697,10.790625743516536,0.1658339281465619,16.58,0.1663051561698415,16.63,28.48332881539712,10.790625743516536,2.832185234518776,17.52,0,0.7273699096158659,1.9261623655968565
DEN-PDX,DEN,Denver International Airport,PDX,Portland International Airport,39.85841,-104.667,45.58872,-122.5975,3789,672,11.389284771707574,0.1773555027711797,17.74,0.1775806343530028,17.76,25.677690431011115,11.389284771707574,2.9893135883746917,17.52,0,0.9068700993600123,1.513819564851152
IND-ORD,IND,Indianapolis International Airport,ORD,Chicago O'Hare International Airport,39.71733,-86.29438,41.9796,-87.90446,3271,624,13.67685723020483,0.1907673494344237,19.08,0.1906292159593082,19.06,22.167253998373543,13.67685723020483,3.589726307140375,17.52,0,1.2678750093121347,0.8441963068815413
ORD-CID,ORD,Chicago O'Hare International Airport,CID,The Eastern Iowa Airport,41.9796,-87.90446,41.88459,-91.71087,2975,595,12.538151260504202,0.2,20.0,0.1995483209752286,19.95,20.161290322580644,12.538151260504202,3.2908533492137018,17.5,0,1.2189918934849977,0.6658899766330645
DFW-CLT,DFW,Dallas/Fort Worth International Airport,CLT,Charlotte Douglas International Airport,32.89595,-97.0372,35.21401,-80.94313,4315,700,9.784704519119352,0.1622247972190034,16.22,0.1627658181197798,16.28,29.242342098129576,9.784704519119352,2.568163915779357,17.46,0,0.5632675162526108,2.114243640796244
DCA-MCO,DCA,Ronald Reagan Washington National Airport,MCO,Orlando International Airport,38.85208,-77.03772,28.42889,-81.31603,3615,650,11.836237897648688,0.1798063623789765,17.98,0.1799760664868985,18.0,24.498509081051772,11.836237897648688,3.1066241201177656,17.39,0,0.932743131283582,1.331964867487687
MSP-LAX,MSP,Minneapolis-Saint Paul International Airport,LAX,Los Angeles International Airport,44.88055,-93.21692,33.94254,-118.40807,3358,633,9.771888028588446,0.1885050625372245,18.85,0.1884358261997767,18.84,22.75684467335321,9.771888028588446,2.5648000075035293,17.38,0,0.7902050204926622,1.2808444525830505
PHX-SMF,PHX,Phoenix Sky Harbor International Airport,SMF,Sacramento International Airport,33.43417,-112.00806,38.69542,-121.59077,3451,640,9.96551724137931,0.1854534917415242,18.55,0.1854720042238322,18.55,23.387096774193548,9.96551724137931,2.6156213231966694,17.37,0,0.780703420154258,1.3497023660420802
STL-ORD,STL,St. Louis International Airport at Lambert Field,ORD,Chicago O'Hare International Airport,38.74769,-90.35999,41.9796,-87.90446,2971,584,14.283406260518344,0.1965668125210367,19.66,0.1962263389771501,19.62,20.1341827053402,14.283406260518344,3.748925527695104,17.37,0,1.3286855897503766,0.5247696191884212
OAK-BUR,OAK,Oakland International Airport,BUR,Bob Hope Airport (Hollywood Burbank Airport),37.72129,-122.22072,34.20062,-118.3585,3959,677,9.181611518060116,0.171002778479414,17.1,0.1713749906377994,17.14,26.829764163730008,9.181611518060116,2.4098717895170907,17.35,0,0.5548250160408797,1.872485051842144
LAS-SLC,LAS,McCarran International Airport,SLC,Salt Lake City International Airport,36.08036,-115.15233,40.78839,-111.97777,4083,679,10.272103845211854,0.1662992897379377,16.63,0.1667729110683309,16.68,27.67010029818379,10.272103845211854,2.696090248087101,17.33,0,0.6150703087814476,1.8849475796570812
EWR-MIA,EWR,Newark Liberty International Airport,MIA,Miami International Airport,40.6925,-74.16866,25.79325,-80.29056,2905,577,12.983476764199656,0.1986230636833046,19.86,0.1982066845254003,19.82,19.686907020872862,12.983476764199656,3.40773668351697,17.32,0,1.1924065502513381,0.5800170510274509
MDW-DEN,MDW,Chicago Midway International Airport,DEN,Denver International Airport,41.78598,-87.75242,39.85841,-104.667,2897,579,11.374525371073524,0.1998619261304798,19.99,0.1994030987650411,19.94,19.632691786391977,11.374525371073524,2.9854397299405573,17.32,0,1.0327532952454364,0.7129684116723954
MDW-LAS,MDW,Chicago Midway International Airport,LAS,McCarran International Airport,41.78598,-87.75242,36.08036,-115.15233,2977,586,12.365468592542827,0.1968424588511924,19.68,0.1964936909323458,19.65,20.174844131200867,12.365468592542827,3.2455298143157028,17.32,0,1.1121637957416124,0.7034519038268001
SEA-ORD,SEA,Seattle-Tacoma International Airport,ORD,Chicago O'Hare International Airport,47.44898,-122.30931,41.9796,-87.90446,4271,686,10.25778506204636,0.1606181222196206,16.06,0.1612013468311205,16.12,28.944158308484685,10.25778506204636,2.692332037282509,17.31,0,0.5475468439836008,2.0468189374506505
LAS-IAH,LAS,McCarran International Airport,IAH,George Bush Intercontinental Airport,36.08036,-115.15233,29.98047,-95.33972,3023,589,12.985114125041347,0.1948395633476679,19.48,0.1945600662820455,19.46,20.486581729465986,12.985114125041347,3.4081664370187266,17.31,0,1.1570947250455716,0.694401177820283
MCO-MIA,MCO,Orlando International Airport,MIA,Miami International Airport,28.42889,-81.31603,25.79325,-80.29056,3288,613,13.850973236009732,0.1864355231143552,18.64,0.1864259406726175,18.64,22.282461371645432,13.850973236009732,3.635426046196781,17.3,0,1.174296257942052,0.8668900617468409
EWR-CLT,EWR,Newark Liberty International Airport,CLT,Charlotte Douglas International Airport,40.6925,-74.16866,35.21401,-80.94313,4381,686,10.4215932435517,0.1565852545081031,15.66,0.1572441613476519,15.72,29.689617782596912,10.4215932435517,2.735326310643491,17.26,0,0.5059766767058996,2.1270477876136815
DFW-TUL,DFW,Dallas/Fort Worth International Airport,TUL,Tulsa International Airport,32.89595,-97.0372,36.19837,-95.88824,2812,563,12.996088193456616,0.2002133712660028,20.02,0.1997290820737733,19.97,19.05665492003253,12.996088193456616,3.411046769936119,17.26,0,1.183968565011209,0.4972816471547458
SEA-DFW,SEA,Seattle-Tacoma International Airport,DFW,Dallas/Fort Worth International Airport,47.44898,-122.30931,32.89595,-97.0372,3775,655,10.74092715231788,0.1735099337748344,17.35,0.173835119225504,17.38,25.58281377066956,10.74092715231788,2.8191409848603364,17.25,0,0.7100952768853928,1.583611798550429
LAS-RNO,LAS,McCarran International Airport,RNO,Reno/Tahoe International Airport,36.08036,-115.15233,39.49858,-119.76806,3482,635,9.898908673176336,0.1823664560597357,18.24,0.1824709902285952,18.25,23.597180807806996,9.898908673176336,2.5981387593638674,17.24,0,0.7019962322093348,1.3963688589521548
DFW-SEA,DFW,Dallas/Fort Worth International Airport,SEA,Seattle-Tacoma International Airport,32.89595,-97.0372,47.44898,-122.30931,3794,658,9.691618344754875,0.1734317343173431,17.34,0.1737573412939979,17.38,25.711574952561676,9.691618344754875,2.5437318490170275,17.24,0,0.5950359120063627,1.6937220142905542
MDW-DTW,MDW,Chicago Midway International Airport,DTW,Detroit Metropolitan Airport,41.78598,-87.75242,42.21206,-83.34884,2991,580,13.592778335005017,0.1939150785690404,19.39,0.1936625968938298,19.37,20.269720791542422,13.592778335005017,3.5676583556443613,17.22,0,1.184031250851549,0.6198315475160328
ATL-PBI,ATL,Hartsfield-Jackson Atlanta International Airport,PBI,Palm Beach International Airport,33.64044,-84.42694,26.68316,-80.09559,4563,691,9.167214551829936,0.1514354591277668,15.14,0.1521790879259764,15.22,30.923014367037137,9.167214551829936,2.4060930582230804,17.22,0,0.3017433497735257,2.3907545120229416
ATL-IND,ATL,Hartsfield-Jackson Atlanta International Airport,IND,Indianapolis International Airport,33.64044,-84.42694,39.71733,-86.29438,4153,674,9.672044305321457,0.1622923188056826,16.23,0.1628523599809142,16.29,28.14448359989157,9.672044305321457,2.5385943058586493,17.19,0,0.46461910995798594,2.0084919291771213
DFW-TPA,DFW,Dallas/Fort Worth International Airport,TPA,Tampa International Airport,32.89595,-97.0372,27.97547,-82.53325,2693,546,12.666542888971408,0.2027478648347567,20.27,0.2021521972784919,20.22,18.250203307129304,12.666542888971408,3.3245519393625744,17.19,0,1.1450752418798578,0.4182854695920888
LAX-RNO,LAX,Los Angeles International Airport,RNO,Reno/Tahoe International Airport,33.94254,-118.40807,39.49858,-119.76806,2050,454,12.632682926829268,0.2214634146341463,22.15,0.2198191102320131,21.98,13.892653835727838,12.632682926829268,3.315664810191409,17.16,0,1.2598192141787357,-0.2203062371406856
MDW-STL,MDW,Chicago Midway International Airport,STL,St. Louis International Airport at Lambert Field,41.78598,-87.75242,38.74769,-90.35999,2298,493,12.000435161009571,0.2145343777197563,21.45,0.2133490771471343,21.33,15.573326104635402,12.000435161009571,3.1497205147006757,17.16,0,1.1494783571678027,0.0873707178092405
ATL-RDU,ATL,Hartsfield-Jackson Atlanta International Airport,RDU,Raleigh-Durham International Airport,33.64044,-84.42694,35.87764,-78.78747,5143,692,7.907447015360685,0.1345518180050554,13.46,0.1355352063701751,13.55,34.8536188669016,7.907447015360685,2.075445410855823,17.15,0,-0.05614628029672462,2.962437200601356
SEA-SMF,SEA,Seattle-Tacoma International Airport,SMF,Sacramento International Airport,47.44898,-122.30931,38.69542,-121.59077,3815,654,9.272608125819136,0.1714285714285714,17.14,0.1718035982117057,17.18,25.853889943074005,9.272608125819136,2.4337554136008226,17.14,0,0.4982384505866372,1.7578711175355317
ATL-HOU,ATL,Hartsfield-Jackson Atlanta International Airport,HOU,William P. Hobby Airport,33.64044,-84.42694,29.64542,-95.27889,4376,677,9.883226691042047,0.1547074954296161,15.47,0.1554090900354844,15.54,29.65573326104635,9.883226691042047,2.594022753554343,17.13,0,0.3849677532856269,2.1811056766573222
DTW-MDW,DTW,Detroit Metropolitan Airport,MDW,Chicago Midway International Airport,42.21206,-83.34884,41.78598,-87.75242,2975,575,12.833949579831932,0.1932773109243697,19.33,0.1930442559345782,19.3,20.161290322580644,12.833949579831932,3.3684907033679616,17.13,0,1.066936434128518,0.6816813110426565
LAX-MDW,LAX,Los Angeles International Airport,MDW,Chicago Midway International Airport,33.94254,-118.40807,41.78598,-87.75242,2004,446,11.854291417165667,0.2225548902195608,22.26,0.2208227599804316,22.08,13.580916237462723,11.854291417165667,3.1113625766839026,17.11,0,1.167862515327908,-0.1944113890329025
TPA-ORD,TPA,Tampa International Airport,ORD,Chicago O'Hare International Airport,27.97547,-82.53325,41.9796,-87.90446,2591,526,14.480509455808567,0.2030104206869934,20.3,0.2023824180597651,20.24,17.558959067497966,14.480509455808567,3.8006586498185215,17.1,0,1.3064665752507632,0.17130439987714804
TPA-PHL,TPA,Tampa International Airport,PHL,Philadelphia International Airport,27.97547,-82.53325,39.87195,-75.24114,2527,516,14.170162247724576,0.2041946972694895,20.42,0.2035063140459947,20.35,17.125237191650854,14.170162247724576,3.71920268969149,17.05,0,1.264407630574592,0.14206057386963541
DAL-DCA,DAL,Dallas Love Field,DCA,Ronald Reagan Washington National Airport,32.84711,-96.85177,38.85208,-77.03772,2655,536,11.985310734463276,0.2018832391713747,20.19,0.2013107393825147,20.13,17.99268094334508,11.985310734463276,3.145750848940492,17.05,0,1.0180918385504292,0.4572103372550721
MCO-DEN,MCO,Orlando International Airport,DEN,Denver International Airport,28.42889,-81.31603,39.85841,-104.667,3117,582,14.405518126403594,0.1867179980750722,18.67,0.1866991255824768,18.67,21.123610734616427,14.405518126403594,3.780975886195169,17.05,0,1.1506568938323927,0.6858841576312199
LAS-SMF,LAS,McCarran International Airport,SMF,Sacramento International Airport,36.08036,-115.15233,38.69542,-121.59077,2712,544,11.05641592920354,0.2005899705014749,20.06,0.2000750665002945,20.01,18.378964489021417,11.05641592920354,2.9019464381111653,17.04,0,0.9067520393848897,0.5949862035861412
DFW-DTW,DFW,Dallas/Fort Worth International Airport,DTW,Detroit Metropolitan Airport,32.89595,-97.0372,42.21206,-83.34884,2844,551,13.957102672292546,0.1937412095639943,19.37,0.193482026833841,19.35,19.273515857956085,13.957102672292546,3.663281541284133,16.98,0,1.1370352225533196,0.476264551993019
SEA-SJC,SEA,Seattle-Tacoma International Airport,SJC,Norman Y. Mineta San José International Airport,47.44898,-122.30931,37.36186,-121.92901,4405,669,8.89489216799092,0.1518728717366629,15.19,0.152632871697853,15.26,29.852263486039572,8.89489216799092,2.3346173669267505,16.97,0,0.19865464668093652,2.303697209086647
DAL-STL,DAL,Dallas Love Field,STL,St. Louis International Airport at Lambert Field,32.84711,-96.85177,38.74769,-90.35999,2280,483,11.630263157894737,0.2118421052631579,21.18,0.2107609609238774,21.08,15.451341827053405,11.630263157894737,3.0525625086337893,16.97,0,1.0236215655108751,0.1267302204356279
DFW-DCA,DFW,Dallas/Fort Worth International Airport,DCA,Ronald Reagan Washington National Airport,32.89595,-97.0372,38.85208,-77.03772,3381,609,10.601892931085478,0.1801242236024844,18.01,0.1802962042513151,18.03,22.91271347248577,10.601892931085478,2.782649063277028,16.96,0,0.6625686343264249,1.2700530241613248
LAS-BUR,LAS,McCarran International Airport,BUR,Bob Hope Airport (Hollywood Burbank Airport),36.08036,-115.15233,34.20062,-118.3585,3350,606,9.679402985074628,0.1808955223880597,18.09,0.1810466918837183,18.1,22.702629438872325,9.679402985074628,2.5405257178673564,16.92,0,0.5579071700436072,1.327415044905998
DTW-DFW,DTW,Detroit Metropolitan Airport,DFW,Dallas/Fort Worth International Airport,42.21206,-83.34884,32.89595,-97.0372,2835,546,14.257495590828924,0.1925925925925926,19.26,0.1923717502551373,19.24,19.212523719165087,14.257495590828924,3.742124826989219,16.91,0,1.1359489335203117,0.4490600477127091
DEN-MDW,DEN,Denver International Airport,MDW,Chicago Midway International Airport,39.85841,-104.667,41.78598,-87.75242,2890,557,11.531487889273356,0.1927335640138408,19.27,0.1925120692303773,19.25,19.5852534562212,11.531487889273356,3.0266372412790963,16.9,0,0.8474572419966331,0.7398705618117646
LGA-CLE,LGA,LaGuardia Airport (Marine Air Terminal),CLE,Cleveland Hopkins International Airport,40.77724,-73.87261,41.41089,-81.8494,2651,524,14.31761599396454,0.1976612599019238,19.77,0.1972413984001556,19.72,17.965573326104636,14.31761599396454,3.757904460358148,16.89,0,1.175423082994998,0.2694389203818876
PHL-SFO,PHL,Philadelphia International Airport,SFO,San Francisco International Airport,39.87195,-75.24114,37.619,-122.37484,2245,470,13.951893095768376,0.2093541202672605,20.94,0.2083629368864938,20.84,15.214150176199512,13.951893095768376,3.661914198364403,16.86,0,1.2111668122704737,-0.09539936997773571
OAK-LAS,OAK,Oakland International Airport,LAS,McCarran International Airport,37.72129,-122.22072,36.08036,-115.15233,3789,633,9.412509897070468,0.1670625494853523,16.71,0.1675523494468573,16.76,25.677690431011115,9.412509897070468,2.470475038601173,16.85,0,0.37518375537969106,1.7479375716212824
LAX-AUS,LAX,Los Angeles International Airport,AUS,Austin-Bergstrom International Airport,33.94254,-118.40807,30.19453,-97.66987,2796,541,12.432761087267526,0.1934907010014306,19.35,0.1932358725824682,19.32,18.94822445107075,12.432761087267526,3.2631918864219225,16.82,0,0.9209243341208437,0.5808665583776457
GRR-ORD,GRR,Gerald R. Ford International Airport,ORD,Chicago O'Hare International Airport,42.88082,-85.52277,41.9796,-87.90446,2980,557,13.813758389261745,0.1869127516778523,18.69,0.186886716558061,18.69,20.1951748441312,13.813758389261745,3.625658369884973,16.81,0,1.00813025545203,0.6360690541044797
SFO-PSP,SFO,San Francisco International Airport,PSP,Palm Springs International Airport,37.619,-122.37484,33.82922,-116.50625,2324,480,13.24827882960413,0.2065404475043029,20.65,0.2056976431513317,20.57,15.749525616698293,13.24827882960413,3.4772385379538395,16.8,0,1.097268903945461,0.052006181979754276
DFW-MSP,DFW,Dallas/Fort Worth International Airport,MSP,Minneapolis-Saint Paul International Airport,32.89595,-97.0372,44.88055,-93.21692,2789,539,12.335962710648978,0.1932592326998924,19.33,0.1930117988919446,19.3,18.900786120899973,12.335962710648978,3.237785488359312,16.79,0,0.899347045062428,0.5855309338295376
JFK-CLT,JFK,John F. Kennedy International Airport (New York International Airport),CLT,Charlotte Douglas International Airport,40.63975,-73.77893,35.21401,-80.94313,2736,530,14.042763157894736,0.1937134502923976,19.37,0.1934453762337193,19.34,18.541610192464084,14.042763157894736,3.6857646083713216,16.79,0,1.0822263504216616,0.386370816630425
PHX-ELP,PHX,Phoenix Sky Harbor International Airport,ELP,El Paso International Airport,33.43417,-112.00806,31.80667,-106.37781,1554,359,11.392535392535391,0.231016731016731,23.1,0.2283017454648296,22.83,10.531309297912712,11.392535392535391,2.9901667696943286,16.78,0,1.049822268508973,-0.5830711375693949
FLL-DCA,FLL,Fort Lauderdale-Hollywood International Airport,DCA,Ronald Reagan Washington National Airport,26.07258,-80.15275,38.85208,-77.03772,2638,522,11.900303260045488,0.1978771796815769,19.79,0.197447438640916,19.74,17.877473570073192,11.900303260045488,3.1234391758649576,16.78,0,0.8864174547132446,0.4792631376525754
DFW-GRK,DFW,Dallas/Fort Worth International Airport,GRK,Killeen-Fort Hood Regional Airport,32.89595,-97.0372,31.0649,-97.8278,2736,532,12.01059941520468,0.1944444444444444,19.44,0.1941505948514908,19.42,18.541610192464084,12.01059941520468,3.1523882979539843,16.76,0,0.8631574663638919,0.5673887831635241
PHL-CLT,PHL,Philadelphia International Airport,CLT,Charlotte Douglas International Airport,39.87195,-75.24114,35.21401,-80.94313,3359,595,10.606728192914558,0.1771360523965466,17.71,0.1773955151774582,17.74,22.76362157766332,10.606728192914558,2.7839181608699626,16.75,0,0.5655922438744473,1.2707082506692615
SAT-DFW,SAT,San Antonio International Airport,DFW,Dallas/Fort Worth International Airport,29.53369,-98.46978,32.89595,-97.0372,4990,647,10.83366733466934,0.1296593186372745,12.97,0.1307683864437776,13.08,33.816752507454595,10.83366733466934,2.843482240070693,16.73,0,0.06510791877536366,2.608030620239965
ATL-GNV,ATL,Hartsfield-Jackson Atlanta International Airport,GNV,Gainesville Regional Airport,33.64044,-84.42694,29.69006,-82.27178,2248,468,12.400355871886122,0.2081850533807829,20.82,0.2072449263197735,20.72,15.234480889129845,12.400355871886122,3.254686580547538,16.73,0,0.9955790111411874,0.058175909249729874
MSN-ORD,MSN,Dane County Regional Airport,ORD,Chicago O'Hare International Airport,43.13986,-89.33751,41.9796,-87.90446,3317,587,12.186915887850468,0.1769671389810069,17.7,0.1772347342694843,17.72,22.478991596638657,12.186915887850468,3.1986655873623278,16.73,0,0.7245748844250622,1.0958625905944928
