ROUTE,ORIGIN_AIRPORT,ORIGIN_AIRPORT_NAME,DESTINATION_AIRPORT,DESTINATION_AIRPORT_NAME,ORIGIN_LATITUDE,ORIGIN_LONGITUDE,DESTINATION_LATITUDE,DESTINATION_LONGITUDE,flights,delayed_flights,avg_arrival_delay,delayed_15_rate,delayed_15_pct,adjusted_delay_rate,adjusted_delay_pct,flights_normalized,avg_arrival_delay_positive,avg_delay_normalized,delay_impact_score,cluster,pca_1,pca_2
MCO-RDU,MCO,Orlando International Airport,RDU,Raleigh-Durham International Airport,28.42889,-81.31603,35.87764,-78.78747,1040,177,10.051923076923076,0.1701923076923077,17.02,0.1715886728059896,17.16,7.0479804825155865,10.051923076923076,2.638300020189784,12.45,0,-0.9688202908332478,-0.3247519705106057
LAN-MSP,LAN,Capital Region International Airport ( Lansing Capital City),MSP,Minneapolis-Saint Paul International Airport,42.7787,-84.58736,44.88055,-93.21692,564,103,12.849290780141844,0.1826241134751773,18.26,0.1831492274078737,18.31,3.822174030902684,12.849290780141844,3.3725172651290927,12.45,0,-0.5940394797671056,-1.0479954192268957
EWR-CMH,EWR,Newark Liberty International Airport,CMH,Port Columbus International Airport,40.6925,-74.16866,39.99799,-82.89188,921,160,10.110749185667752,0.1737242128121607,17.37,0.1749374015659433,17.49,6.2415288696123605,10.110749185667752,2.653739943744817,12.45,0,-0.938899987623584,-0.4491678126549464
ORD-AZO,ORD,Chicago O'Hare International Airport,AZO,Kalamazoo/Battle Creek International Airport,41.9796,-87.90446,42.23488,-85.55206,1365,219,10.138461538461538,0.1604395604395604,16.04,0.1621918682585857,16.22,9.250474383301707,10.138461538461538,2.6610135271552595,12.44,0,-1.034189985111661,-0.010889186427474475
LSE-ORD,LSE,La Crosse Regional Airport,ORD,Chicago O'Hare International Airport,43.87938,-91.25654,41.9796,-87.90446,1190,195,12.466386554621849,0.1638655462184874,16.39,0.1655899899215722,16.56,8.064516129032258,12.466386554621849,3.2720174684046843,12.44,0,-0.7620175305308345,-0.38028586247768786
IAH-RDU,IAH,George Bush Intercontinental Airport,RDU,Raleigh-Durham International Airport,29.98047,-95.33972,35.87764,-78.78747,506,94,10.978260869565217,0.1857707509881423,18.58,0.18582687623569,18.58,3.429113580916238,10.978260869565217,2.881433299098482,12.44,0,-0.7743569607722725,-0.9504844508781742
HOU-PHX,HOU,William P. Hobby Airport,PHX,Phoenix Sky Harbor International Airport,29.64542,-95.27889,33.43417,-112.00806,1500,235,9.935333333333332,0.1566666666666666,15.67,0.1585069293742675,15.85,10.165356465166711,9.935333333333332,2.6076990376202973,12.44,0,-1.084483212855247,0.13587919797678785
BNA-PNS,BNA,Nashville International Airport,PNS,Pensacola International Airport (Pensacola Gulf Coast Regional Airport),36.12448,-86.67818,30.47331,-87.18744,654,118,11.605504587155965,0.1804281345565749,18.04,0.1811818129957932,18.12,4.432095418812686,11.605504587155965,3.046064196103927,12.44,0,-0.7425188150344103,-0.846372102101719
MCI-SFO,MCI,Kansas City International Airport,SFO,San Francisco International Airport,39.29761,-94.71391,37.619,-122.37484,629,113,13.705882352941176,0.1796502384737678,17.97,0.1805364705059371,18.05,4.262672811059908,13.705882352941176,3.59734444959086,12.44,0,-0.5257710546231962,-1.0501539155348094
JFK-MSP,JFK,John F. Kennedy International Airport (New York International Airport),MSP,Minneapolis-Saint Paul International Airport,40.63975,-73.77893,44.88055,-93.21692,958,163,12.730688935281837,0.1701461377870563,17.01,0.171655091681312,17.17,6.492274329086473,12.730688935281837,3.3413881719899834,12.43,0,-0.6951828036895533,-0.6290626397977918
ERI-ORD,ERI,Erie International Airport,ORD,Chicago O'Hare International Airport,42.08202,-80.17622,41.9796,-87.90446,667,119,13.557721139430283,0.1784107946026986,17.84,0.1794147157742218,17.94,4.520195174844131,13.557721139430283,3.5584569919764526,12.43,0,-0.552641823472286,-0.9963996720836134
MCI-DCA,MCI,Kansas City International Airport,DCA,Ronald Reagan Washington National Airport,39.29761,-94.71391,38.85208,-77.03772,709,127,10.58392101551481,0.1791255289139633,17.91,0.1799889826932362,18.0,4.804825155868799,10.58392101551481,2.777932025069504,12.42,0,-0.8648407888620484,-0.6996318774952804
MEM-DFW,MEM,Memphis International Airport,DFW,Dallas/Fort Worth International Airport,35.04242,-89.97667,32.89595,-97.0372,916,155,15.662663755458516,0.1692139737991266,16.92,0.1708770541327048,17.09,6.207644348061805,15.662663755458516,4.110935368886749,12.42,0,-0.39375338189799214,-0.9200516131776812
PVD-FLL,PVD,Theodore Francis Green State Airport,FLL,Fort Lauderdale-Hollywood International Airport,41.724,-71.42822,26.07258,-80.15275,833,146,10.33733493397359,0.1752701080432173,17.53,0.1764320332248961,17.64,5.64516129032258,10.33733493397359,2.7132112687594723,12.4,0,-0.9209443284857493,-0.549453023843821
DTW-IAD,DTW,Detroit Metropolitan Airport,IAD,Washington Dulles International Airport,42.21206,-83.34884,38.94453,-77.45581,754,132,13.710875331564988,0.1750663129973474,17.51,0.1763595866496816,17.64,5.1097858498238,13.710875331564988,3.5986549426679755,12.4,0,-0.5671398190521911,-0.9151427269864935
AMA-DAL,AMA,Rick Husband Amarillo International Airport,DAL,Dallas Love Field,35.21937,-101.70593,32.84711,-96.85177,1303,210,10.31926323867997,0.1611665387567152,16.12,0.1629444668559003,16.29,8.830306316074816,10.31926323867997,2.708468041648286,12.39,0,-1.026178481383615,-0.0781727292547603
PHL-SAN,PHL,Philadelphia International Airport,SAN,San Diego International Airport (Lindbergh Field),39.87195,-75.24114,32.73356,-117.18966,831,146,9.534296028880869,0.1756919374247894,17.57,0.1768110494079786,17.68,5.631607481702358,9.534296028880869,2.5024399025934034,12.39,0,-1.0066219881880125,-0.4812335466859115
SEA-LGB,SEA,Seattle-Tacoma International Airport,LGB,Long Beach Airport (Daugherty Field),47.44898,-122.30931,33.81772,-118.15161,848,148,10.06132075471698,0.1745283018867924,17.45,0.1757500917709157,17.58,5.746814854974248,10.06132075471698,2.640766602287921,12.38,0,-0.9626958646669147,-0.5061632798430333
CLT-SAN,CLT,Charlotte Douglas International Airport,SAN,San Diego International Airport (Lindbergh Field),35.21401,-80.94313,32.73356,-117.18966,766,136,9.5443864229765,0.1775456919060052,17.75,0.1785347424928731,17.85,5.191108701545135,9.5443864229765,2.505088299993832,12.38,0,-0.9966984218426972,-0.5471954129952952
SJU-CLT,SJU,Luis Muñoz Marín International Airport,CLT,Charlotte Douglas International Airport,18.43942,-66.00183,35.21401,-80.94313,733,131,9.004092769440655,0.1787175989085948,17.87,0.1796051464571766,17.96,4.967470859311467,9.004092769440655,2.363278942110409,12.37,0,-1.0495230604980472,-0.5334676696936184
ORD-ERI,ORD,Chicago O'Hare International Airport,ERI,Erie International Airport,41.9796,-87.90446,42.08202,-80.17622,666,119,11.394894894894897,0.1786786786786786,17.87,0.1796489386407678,17.96,4.51341827053402,11.394894894894897,2.9907860616522037,12.35,0,-0.8040433998506092,-0.8019011412065724
DTW-SBN,DTW,Detroit Metropolitan Airport,SBN,South Bend International Airport (South Bend Regional),42.21206,-83.34884,41.70895,-86.31847,1414,220,12.572135785007072,0.1555869872701555,15.56,0.1576030957720133,15.76,9.582542694497151,12.572135785007072,3.2997731719178662,12.35,0,-0.8438849005130148,-0.15699372389635613
CPR-DEN,CPR,Natrona County International Airport,DEN,Denver International Airport,42.90836,-106.46447,39.85841,-104.667,990,168,10.187878787878788,0.1696969696969697,16.97,0.1712028321090166,17.12,6.70913526701003,10.187878787878788,2.6739839338264537,12.35,0,-0.9915810217927608,-0.3690053487609754
DFW-MHK,DFW,Dallas/Fort Worth International Airport,MHK,Manhattan Regional Airport,32.89595,-97.0372,39.14097,-96.67083,1040,175,10.172115384615385,0.1682692307692307,16.83,0.1698342868410773,16.98,7.0479804825155865,10.172115384615385,2.669846557641833,12.35,0,-1.0028032720676663,-0.31814524499802566
SAN-DAL,SAN,San Diego International Airport (Lindbergh Field),DAL,Dallas Love Field,32.73356,-117.18966,32.84711,-96.85177,769,135,10.617685305591678,0.1755526657997399,17.56,0.1767676490205157,17.68,5.211439414475468,10.617685305591678,2.7867940434623826,12.33,0,-0.9136863907247893,-0.625332887066587
SFO-RDU,SFO,San Francisco International Airport,RDU,Raleigh-Durham International Airport,37.619,-122.37484,35.87764,-78.78747,561,101,13.29590017825312,0.1800356506238859,18.0,0.180954745837864,18.1,3.8018433179723514,13.29590017825312,3.489737579593995,12.33,0,-0.6026645208962805,-1.067165537911915
BQK-ATL,BQK,Brunswick Golden Isles Airport,ATL,Hartsfield-Jackson Atlanta International Airport,31.25903,-81.46631,33.64044,-84.42694,954,161,12.526205450733752,0.1687631027253668,16.88,0.1704090009476548,17.04,6.465166711846029,12.526205450733752,3.287717966071852,12.33,0,-0.7568314777568086,-0.6011883455784327
PBI-ORD,PBI,Palm Beach International Airport,ORD,Chicago O'Hare International Airport,26.68316,-80.09559,41.9796,-87.90446,628,113,10.67356687898089,0.179936305732484,17.99,0.1807844601632254,18.08,4.255895906749797,10.67356687898089,2.8014611230920976,12.33,0,-0.8796484080398984,-0.7759249610487676
DFW-SAF,DFW,Dallas/Fort Worth International Airport,SAF,Santa Fe Municipal Airport,32.89595,-97.0372,35.61678,-106.08814,1027,173,9.621226874391432,0.1684518013631937,16.85,0.1700187107354287,17.0,6.959880726484142,9.621226874391432,2.525256397478066,12.32,0,-1.0698154986625268,-0.2789470977962745
PNS-IAH,PNS,Pensacola International Airport (Pensacola Gulf Coast Regional Airport),IAH,George Bush Intercontinental Airport,30.47331,-87.18744,29.98047,-95.33972,1501,230,11.394403730846102,0.1532311792138574,15.32,0.1552848763265635,15.53,10.172133369476825,11.394403730846102,2.9906571472037013,12.31,0,-0.9999012239765003,0.032520991523849595
DFW-FAT,DFW,Dallas/Fort Worth International Airport,FAT,Fresno Yosemite International Airport,32.89595,-97.0372,36.77619,-119.71814,668,119,10.830838323353293,0.1781437125748503,17.81,0.1791811028630574,17.92,4.526972079154242,10.830838323353293,2.8427397174155624,12.31,0,-0.8816935295871783,-0.7434942319694131
EWR-MSY,EWR,Newark Liberty International Airport,MSY,Louis Armstrong New Orleans International Airport,40.6925,-74.16866,29.99339,-90.25803,1208,195,11.829470198675496,0.1614238410596026,16.14,0.1633112285923762,16.33,8.186500406614257,11.829470198675496,3.104847821174671,12.31,0,-0.89052019691693,-0.28678510848480365
DTW-RIC,DTW,Detroit Metropolitan Airport,RIC,Richmond International Airport,42.21206,-83.34884,37.50517,-77.31967,949,160,11.946259220231823,0.1685985247629083,16.86,0.1702679571008848,17.03,6.431282190295473,11.946259220231823,3.135501107672395,12.3,0,-0.8310475056373925,-0.5498889933162521
FLL-PVD,FLL,Fort Lauderdale-Hollywood International Airport,PVD,Theodore Francis Green State Airport,26.07258,-80.15275,41.724,-71.42822,831,144,10.048134777376657,0.1732851985559566,17.33,0.1746628216958411,17.47,5.631607481702358,10.048134777376657,2.637305715846891,12.29,0,-1.0029843071277547,-0.5059568665898168
GFK-MSP,GFK,Grand Forks International Airport,MSP,Minneapolis-Saint Paul International Airport,47.94926,-97.17611,44.88055,-93.21692,804,140,10.21641791044776,0.1741293532338308,17.41,0.1754547422553408,17.55,5.448631065329358,10.21641791044776,2.68147451717789,12.29,0,-0.9781670267397554,-0.5492390319676624
RIC-DFW,RIC,Richmond International Airport,DFW,Dallas/Fort Worth International Airport,37.50517,-77.31967,32.89595,-97.0372,858,143,17.935897435897434,0.1666666666666666,16.67,0.1686963329841629,16.87,5.81458389807536,17.935897435897434,4.707584628844471,12.28,0,-0.21702010928741305,-1.1472278091056447
CSG-ATL,CSG,Columbus Metropolitan Airport,ATL,Hartsfield-Jackson Atlanta International Airport,32.51633,-84.93886,33.64044,-84.42694,1172,191,10.437713310580206,0.1629692832764505,16.3,0.1647885904078837,16.48,7.942531851450258,10.437713310580206,2.739557299364883,12.28,0,-1.034794563520669,-0.1996024434736167
MSP-SBN,MSP,Minneapolis-Saint Paul International Airport,SBN,South Bend International Airport (South Bend Regional),44.88055,-93.21692,41.70895,-86.31847,601,108,10.499168053244592,0.1797004991680532,17.97,0.1806149600553896,18.06,4.072919490376796,10.499168053244592,2.7556871530825697,12.27,0,-0.9202605995119014,-0.7777573739777804
CLE-MSP,CLE,Cleveland Hopkins International Airport,MSP,Minneapolis-Saint Paul International Airport,41.41089,-81.8494,44.88055,-93.21692,807,138,13.376703841387856,0.1710037174721189,17.1,0.172669335169601,17.27,5.468961778259691,13.376703841387856,3.5109458901280464,12.26,0,-0.6771398890914736,-0.8070352207298411
FSM-ATL,FSM,Fort Smith Regional Airport,ATL,Hartsfield-Jackson Atlanta International Airport,35.33659,-94.36744,33.64044,-84.42694,729,125,15.831275720164609,0.1714677640603566,17.15,0.1732341218321208,17.32,4.940363242071022,15.831275720164609,4.155190477733493,12.25,0,-0.4170538878831213,-1.0936346680569529
IAH-AEX,IAH,George Bush Intercontinental Airport,AEX,Alexandria International Airport,29.98047,-95.33972,31.32737,-92.54856,986,166,9.258620689655173,0.1683569979716024,16.84,0.1699917928166005,17.0,6.682027649769585,9.258620689655173,2.4300841705131684,12.24,0,-1.1359955041068852,-0.27471226889839095
ABQ-IAH,ABQ,Albuquerque International Sunport,IAH,George Bush Intercontinental Airport,35.04022,-106.60919,29.98047,-95.33972,901,152,12.476137624861265,0.1687014428412874,16.87,0.1704406463524756,17.04,6.105990783410138,12.476137624861265,3.274576804425529,12.24,0,-0.7928115799045313,-0.6342888788374509
ABQ-BWI,ABQ,Albuquerque International Sunport,BWI,Baltimore-Washington International Airport,35.04022,-106.60919,39.1754,-76.6682,560,101,10.675,0.1803571428571428,18.04,0.1812289196951941,18.12,3.795066413662239,10.675,2.801837270341208,12.24,0,-0.9065432693490394,-0.8310432250769817
CLE-LAS,CLE,Cleveland Hopkins International Airport,LAS,McCarran International Airport,41.41089,-81.8494,36.08036,-115.15233,1513,229,11.521480502313285,0.1513549239920687,15.14,0.1535096633594719,15.35,10.253456221198157,11.521480502313285,3.024010630528421,12.23,0,-1.0267494315938956,0.04493358174146084
GRB-MSP,GRB,Green Bay-Austin Straubel International Airport,MSP,Minneapolis-Saint Paul International Airport,44.48507,-88.12959,44.88055,-93.21692,1158,188,10.489637305699482,0.1623488773747841,16.23,0.1642377480117871,16.42,7.847655191108702,10.489637305699482,2.7531856445405465,12.23,0,-1.0522330198233083,-0.2078615542686288
STL-MKE,STL,St. Louis International Airport at Lambert Field,MKE,General Mitchell International Airport,38.74769,-90.35999,42.94722,-87.89658,648,115,10.521604938271604,0.1774691358024691,17.75,0.1786244478593959,17.86,4.391433992952019,10.521604938271604,2.761576099283886,12.23,0,-0.9450383303472183,-0.7238821377684641
EWR-HOU,EWR,Newark Liberty International Airport,HOU,William P. Hobby Airport,40.6925,-74.16866,29.64542,-95.27889,918,153,13.889978213507623,0.1666666666666666,16.67,0.1685767062856858,16.86,6.221198156682028,13.889978213507623,3.645663573099114,12.22,0,-0.6647498609774222,-0.7329805711306673
DTW-CLE,DTW,Detroit Metropolitan Airport,CLE,Cleveland Hopkins International Airport,42.21206,-83.34884,41.41089,-81.8494,768,132,12.91015625,0.171875,17.19,0.17351507718759,17.35,5.204662510165357,12.91015625,3.388492454068241,12.22,0,-0.7326821315812779,-0.8012583573127345
DTW-MIA,DTW,Detroit Metropolitan Airport,MIA,Miami International Airport,42.21206,-83.34884,25.79325,-80.29056,1269,200,12.098502758077226,0.1576044129235618,15.76,0.159686696127705,15.97,8.599891569531039,12.098502758077226,3.1754600414900858,12.21,0,-0.9232820226024934,-0.23425337613255529
TPA-STL,TPA,Tampa International Airport,STL,St. Louis International Airport at Lambert Field,27.97547,-82.53325,38.74769,-90.35999,786,135,11.763358778625957,0.1717557251908397,17.18,0.1733759446939369,17.34,5.326646787747357,11.763358778625957,3.0874957424215106,12.2,0,-0.8611465118140722,-0.6821669905393999
LRD-DFW,LRD,Laredo International Airport,DFW,Dallas/Fort Worth International Airport,27.54374,-99.46154,32.89595,-97.0372,1344,209,11.875744047619047,0.1555059523809523,15.55,0.1576254065088837,15.76,9.108159392789371,11.875744047619047,3.116993188351456,12.2,0,-0.9656085107455791,-0.1421141725608078
ATL-GTR,ATL,Hartsfield-Jackson Atlanta International Airport,GTR,Golden Triangle Regional Airport,33.64044,-84.42694,33.45033,-88.59137,999,166,10.631631631631633,0.1661661661661661,16.62,0.1679809708815542,16.8,6.77012740580103,10.631631631631633,2.790454496491242,12.19,0,-1.0215380849150624,-0.3712390385685555
IAH-LBB,IAH,George Bush Intercontinental Airport,LBB,Lubbock Preston Smith International Airport,29.98047,-95.33972,33.66364,-101.82278,1144,186,9.658216783216783,0.1625874125874125,16.26,0.164478365754685,16.45,7.752778530767146,9.658216783216783,2.534965034965035,12.19,0,-1.1507188748289257,-0.144680962675296
AUS-ELP,AUS,Austin-Bergstrom International Airport,ELP,El Paso International Airport,30.19453,-97.66987,31.80667,-106.37781,935,157,10.844919786096256,0.1679144385026738,16.79,0.1696725478249547,16.97,6.336405529953917,10.844919786096256,2.8464356393953434,12.19,0,-0.9869026022866814,-0.45315167153375224
DCA-BDL,DCA,Ronald Reagan Washington National Airport,BDL,Bradley International Airport,38.85208,-77.03772,41.93887,-72.68323,714,123,13.73249299719888,0.1722689075630252,17.23,0.1739693943474547,17.4,4.838709677419355,13.73249299719888,3.604328870655874,12.19,0,-0.6532834740796246,-0.9203361295819672
MKE-MCO,MKE,General Mitchell International Airport,MCO,Orlando International Airport,42.94722,-87.89658,28.42889,-81.31603,1298,205,9.686440677966102,0.1579352850539291,15.79,0.1599507060077454,16.0,8.796421794524262,9.686440677966102,2.5423728813559325,12.18,0,-1.18568159383634,0.004325561616645503
ACY-FLL,ACY,Atlantic City International Airport,FLL,Fort Lauderdale-Hollywood International Airport,39.45758,-74.57717,26.07258,-80.15275,871,148,10.388059701492535,0.1699196326061997,16.99,0.171587113284066,17.16,5.902683654106804,10.388059701492535,2.7265248560347866,12.18,0,-1.0252494350599881,-0.47638207915683733
GJT-DFW,GJT,Grand Junction Regional Airport (Walker Field),DFW,Dallas/Fort Worth International Airport,39.12241,-108.52673,32.89595,-97.0372,904,150,14.376106194690266,0.165929203539823,16.59,0.1679393296801077,16.79,6.126321496340472,14.376106194690266,3.7732562190788097,12.17,0,-0.63456309866127,-0.7803463570479536
MCO-ALB,MCO,Orlando International Airport,ALB,Albany International Airport,28.42889,-81.31603,42.74812,-73.80298,707,123,11.14002828854314,0.173974540311174,17.4,0.175478422551212,17.55,4.791271347248577,11.14002828854314,2.923891939250168,12.17,0,-0.9229769089418536,-0.7039279178020424
BUF-MDW,BUF,Buffalo Niagara International Airport,MDW,Chicago Midway International Airport,42.94052,-78.73217,41.78598,-87.75242,1029,170,9.955296404275996,0.1652089407191448,16.52,0.1670603073506006,16.71,6.9734345351043645,9.955296404275996,2.6129386887863504,12.16,0,-1.1099390877730178,-0.27866337914844863
KOA-LAX,KOA,Kona International Airport at Keahole,LAX,Los Angeles International Airport,19.73877,-156.04563,33.94254,-118.40807,1472,221,13.173913043478262,0.1501358695652173,15.01,0.1524243555972189,15.24,9.9756031444836,13.173913043478262,3.457719958918179,12.16,0,-0.8842879362488586,-0.12419652011597415
MDW-IAD,MDW,Chicago Midway International Airport,IAD,Washington Dulles International Airport,41.78598,-87.75242,38.94453,-77.45581,721,125,11.237170596393897,0.1733703190013869,17.34,0.1749221522519222,17.49,4.8861480075901325,11.237170596393897,2.9493886079774008,12.16,0,-0.9194822562625046,-0.6966886979995078
TPA-BHM,TPA,Tampa International Airport,BHM,Birmingham-Shuttlesworth International Airport,27.97547,-82.53325,33.56294,-86.75355,683,119,11.140556368960468,0.1742313323572474,17.42,0.1757485146856042,17.57,4.6286256438059095,11.140556368960468,2.9240305430342435,12.14,0,-0.9312359993130771,-0.7235173759689326
FWA-DFW,FWA,Fort Wayne International Airport,DFW,Dallas/Fort Worth International Airport,40.97847,-85.19515,32.89595,-97.0372,686,118,13.603498542274052,0.1720116618075801,17.2,0.1738054541969823,17.38,4.648956356736242,13.603498542274052,3.5704720583396465,12.13,0,-0.6897636169955952,-0.9261468045652377
IAD-SEA,IAD,Washington Dulles International Airport,SEA,Seattle-Tacoma International Airport,38.94453,-77.45581,47.44898,-122.30931,1179,188,11.174724342663271,0.1594571670907549,15.95,0.1615411157144864,16.15,7.989970181621035,11.174724342663271,2.932998515134717,12.13,0,-1.0325581963896011,-0.23036773359206753
HOU-ECP,HOU,William P. Hobby Airport,ECP,Northwest Florida Beaches International Airport,29.64542,-95.27889,30.35483,-85.79952,547,98,9.557586837294332,0.1791590493601462,17.92,0.1802335193181269,18.02,3.706966657630794,9.557586837294332,2.508552975667804,12.12,0,-1.073402329171629,-0.7267711555105972
BHM-MIA,BHM,Birmingham-Shuttlesworth International Airport,MIA,Miami International Airport,33.56294,-86.75355,25.79325,-80.29056,564,98,15.888297872340424,0.1737588652482269,17.38,0.1756191069259459,17.56,3.822174030902684,15.888297872340424,4.170156921874128,12.12,0,-0.4403932162891298,-1.2425948384896723
HYS-DEN,HYS,Hays Regional Airport,DEN,Denver International Airport,38.84494,-99.27403,39.85841,-104.667,610,108,9.719672131147542,0.1770491803278688,17.7,0.1783254746462368,17.83,4.133911629167796,9.719672131147542,2.5510950475452865,12.11,0,-1.0718018301790266,-0.6744656209755698
BUF-DTW,BUF,Buffalo Niagara International Airport,DTW,Detroit Metropolitan Airport,42.94052,-78.73217,42.21206,-83.34884,863,146,10.068366164542294,0.1691772885283893,16.92,0.1709357082023137,17.09,5.848468419625915,10.068366164542294,2.6426157912184496,12.11,0,-1.0862158100442956,-0.44623027363318823
SAN-HOU,SAN,San Diego International Airport (Lindbergh Field),HOU,William P. Hobby Airport,32.73356,-117.18966,29.64542,-95.27889,745,129,9.161073825503356,0.1731543624161073,17.32,0.1746876769216901,17.47,5.0487937110328,9.161073825503356,2.404481319029752,12.1,0,-1.1582144916380739,-0.48739592239433266
MIA-DTW,MIA,Miami International Airport,DTW,Detroit Metropolitan Airport,25.79325,-80.29056,42.21206,-83.34884,1268,199,10.201892744479496,0.1569400630914826,15.69,0.1590724320166872,15.91,8.593114665220927,10.201892744479496,2.67766213765866,12.1,0,-1.1653228239606106,-0.05521598793652702
CMH-DFW,CMH,Port Columbus International Airport,DFW,Dallas/Fort Worth International Airport,39.99799,-82.89188,32.89595,-97.0372,1602,234,12.076154806491886,0.146067415730337,14.61,0.1484201451226957,14.84,10.85660070479805,12.076154806491886,3.169594437399445,12.09,0,-1.0543142931918164,0.10054789392829286
STL-OMA,STL,St. Louis International Airport at Lambert Field,OMA,Eppley Airfield,38.74769,-90.35999,41.30252,-95.89417,1005,166,9.248756218905474,0.1651741293532338,16.52,0.1670688570125141,16.71,6.810788831661697,9.248756218905474,2.4274950705788645,12.09,0,-1.2070874531496967,-0.23130919693147597
CRW-ORD,CRW,Yeager Airport,ORD,Chicago O'Hare International Airport,38.37315,-81.59319,41.9796,-87.90446,611,105,15.400981996726678,0.1718494271685761,17.18,0.1738552559758483,17.39,4.140688533477907,15.400981996726678,4.0422524925791805,12.08,0,-0.5186229665568203,-1.1446276073598043
FLL-MSP,FLL,Fort Lauderdale-Hollywood International Airport,MSP,Minneapolis-Saint Paul International Airport,26.07258,-80.15275,44.88055,-93.21692,634,111,10.39589905362776,0.1750788643533123,17.51,0.1765818623962236,17.66,4.296557332610464,10.39589905362776,2.7285824287736906,12.08,0,-1.0237311326839083,-0.700363548893693
ICT-MDW,ICT,Wichita Dwight D. Eisenhower National Airport (Wichita Mid-Continent Airport),MDW,Chicago Midway International Airport,37.64996,-97.43305,41.78598,-87.75242,653,114,10.006125574272588,0.1745788667687595,17.46,0.1761103412999045,17.61,4.425318514502575,10.006125574272588,2.6262796782867683,12.07,0,-1.0719273092320285,-0.6455996422247551
FLL-BUF,FLL,Fort Lauderdale-Hollywood International Airport,BUF,Buffalo Niagara International Airport,26.07258,-80.15275,42.94052,-78.73217,618,107,13.071197411003237,0.1731391585760517,17.31,0.1749458036195378,17.49,4.1881268636486855,13.071197411003237,3.4307604753289334,12.06,0,-0.7620970148650026,-0.9379931145518057
MCI-HOU,MCI,Kansas City International Airport,HOU,William P. Hobby Airport,39.29761,-94.71391,29.64542,-95.27889,652,113,11.167177914110429,0.1733128834355828,17.33,0.1750147433495055,17.5,4.418541610192464,11.167177914110429,2.931017825225834,12.04,0,-0.966298780943002,-0.7407811571798236
SAN-BOS,SAN,San Diego International Airport (Lindbergh Field),BOS,Gen. Edward Lawrence Logan International Airport,32.73356,-117.18966,42.36435,-71.00518,1036,168,10.432432432432432,0.1621621621621621,16.22,0.1642703230623487,16.43,7.020872865275142,10.432432432432432,2.73817124210825,12.02,0,-1.125910160313663,-0.29003003338409955
BNA-DAL,BNA,Nashville International Airport,DAL,Dallas Love Field,36.12448,-86.67818,32.84711,-96.85177,976,161,8.975409836065573,0.1649590163934426,16.5,0.1669248020435206,16.69,6.614258606668474,8.975409836065573,2.3557506131405703,12.02,0,-1.2604862788991507,-0.22512311798932091
ELP-AUS,ELP,El Paso International Airport,AUS,Austin-Bergstrom International Airport,31.80667,-106.37781,30.19453,-97.66987,928,152,12.247844827586206,0.1637931034482758,16.38,0.1659640924113114,16.6,6.28896719978314,12.247844827586206,3.214657435061997,12.01,0,-0.9259531881778666,-0.5490903342194817
TXK-DFW,TXK,Texarkana Regional Airport (Webb Field),DFW,Dallas/Fort Worth International Airport,33.45371,-93.99102,32.89595,-97.0372,1000,162,11.674,0.162,16.2,0.1641918972716619,16.42,6.776904310111141,11.674,3.064041994750656,12.01,0,-1.0010284568193468,-0.4275383305333783
OAK-HOU,OAK,Oakland International Airport,HOU,William P. Hobby Airport,37.72129,-122.22072,29.64542,-95.27889,687,119,8.688500727802039,0.173216885007278,17.32,0.1748552566694131,17.49,4.655733261046354,8.688500727802039,2.280446385249878,12.0,0,-1.2426511471915835,-0.4870995468660929
IAH-SDF,IAH,George Bush Intercontinental Airport,SDF,Louisville International Airport (Standiford Field),29.98047,-95.33972,38.17439,-85.736,769,131,9.327698309492847,0.1703511053315994,17.04,0.1721646570757516,17.22,5.211439414475468,9.327698309492847,2.448214779394448,12.0,0,-1.1929856670365586,-0.45875519033793466
DFW-DAY,DFW,Dallas/Fort Worth International Airport,DAY,James M. Cox Dayton International Airport,32.89595,-97.0372,39.90238,-84.21938,988,161,10.328947368421051,0.1629554655870445,16.3,0.1650837196680405,16.51,6.695581458389807,10.328947368421051,2.7110098079845284,11.99,0,-1.1424093382476799,-0.32211260002959424
IAH-TYS,IAH,George Bush Intercontinental Airport,TYS,McGhee Tyson Airport,29.98047,-95.33972,35.81249,-83.99286,852,142,10.306338028169014,0.1666666666666666,16.67,0.168709124998769,16.87,5.773922472214692,10.306338028169014,2.705075597944623,11.97,0,-1.124581480114113,-0.45294727438535004
EAU-ORD,EAU,Chippewa Valley Regional Airport,ORD,Chicago O'Hare International Airport,44.86526,-91.48507,41.9796,-87.90446,696,117,14.35632183908046,0.168103448275862,16.81,0.1703656871844574,17.04,4.716725399837355,14.35632183908046,3.768063474824267,11.97,0,-0.6886477004216309,-0.9512564626711645
RSW-MDW,RSW,Southwest Florida International Airport,MDW,Chicago Midway International Airport,26.53617,-81.75517,41.78598,-87.75242,1215,189,11.071604938271603,0.1555555555555555,15.56,0.1578791536112761,15.79,8.233938736785037,11.071604938271603,2.9059330546644637,11.97,0,-1.1242460605596452,-0.1609764868177234
CVG-MCO,CVG,Cincinnati/Northern Kentucky International Airport,MCO,Orlando International Airport,39.04614,-84.66217,28.42889,-81.31603,978,159,10.594069529652351,0.1625766871165644,16.26,0.1647598209636624,16.48,6.627812415288696,10.594069529652351,2.780595677074108,11.96,0,-1.1259702832041922,-0.3503584043854561
