accuracy,precision,recall,f1,roc_auc,model
0.5903439330918199,0.25239695561925474,0.6153753464272804,0.35797147162934145,0.6448521802023464,random_forest
0.5954425510979918,0.25220163984208926,0.6004337872032776,0.35520547456962615,0.6327137754554448,logistic_regression
