cluster,routes,avg_flights,avg_arrival_delay_positive,avg_delayed_15_pct,avg_delay_impact_score,top_route,silhouette_score,pca_explained_variance
3,249,5818.819277108434,13.483490361424934,20.564176706827308,22.7044578313253,SFO-LAX,0.3483987792446654,0.9670148546469426
1,564,1464.8563829787233,16.464417314096256,25.0268085106383,17.81560283687943,DFW-HNL,0.3483987792446654,0.9670148546469426
0,1292,1567.078947368421,11.928540395831869,18.542407120743036,14.24092105263158,CLT-MIA,0.3483987792446654,0.9670148546469426
2,823,1282.884568651276,8.069736186508772,12.300400972053463,10.22505467800729,LIH-HNL,0.3483987792446654,0.9670148546469426
